city,latitude,longitude,name,province
Minneapolis,44.859812,-93.308139,Mcdonalds,MN
Minneapolis,44.859812,-93.308139,Mcdonalds,MN
Saint Paul,44.731934,-93.220841,Mcdonalds,MN
Austin,43.666573,-92.986218,Mcdonalds,MN
Austin,43.67817,-92.993398,Mcdonalds,MN
Austin,43.67817,-92.993398,Mcdonalds,MN
Avon,45.605608,-94.450083,Mcdonalds,MN
Anoka,45.207725,-93.406063,Mcdonalds,MN
Andover,45.246974,-93.303734,Mcdonalds,MN
Alexandria,45.846846,-95.388876,Mcdonalds,MN
Albert Lea,43.657901,-93.31855,Mcdonalds,MN
Benton,34.57242,-92.581822,Mcdonalds,AR
Bentonville,36.356327,-94.18026,Mcdonalds,AR
Ashdown,33.659793,-94.117397,Mcdonalds,AR
Vero Beach,27.767319,-80.547916,Mcdonalds,FL
Vero Beach,27.767319,-80.547916,Mcdonalds,FL
Venice,27.105967,-82.384497,Mcdonalds,FL
Titusville,28.553225,-80.847222,Mcdonalds,FL
Titusville,28.553225,-80.847222,Mcdonalds,FL
Umatilla,28.931518,-81.666258,Mcdonalds,FL
Tampa,28.054974,-82.450234,Mcdonalds,FL
Tampa,28.082887,-82.543341,Mcdonalds,FL
Tampa,27.974528,-82.484148,Mcdonalds,FL
Tampa,28.032283,-82.422253,Mcdonalds,FL
Tampa,27.959015,-82.504841,Mcdonalds,FL
Flint,42.942841,-83.725989,Mcdonalds,MI
Nederland,29.956274,-94.006475,Mcdonalds,TX
Dallas,32.865232,-96.864162,Mcdonalds,TX
Texas City,29.394933,-94.949651,Mcdonalds,TX
San Antonio,29.449888,-98.569681,Mcdonalds,TX
Houston,29.705992,-95.411102,Mcdonalds,TX
Houston,29.705992,-95.411102,Mcdonalds,TX
Rosenberg,29.532632,-95.808132,Mcdonalds,TX
Rosenberg,29.532632,-95.808132,Mcdonalds,TX
Garland,32.876019,-96.619041,Mcdonalds,TX
Corpus Christi,27.728157,-97.412907,Mcdonalds,TX
Wichita Falls,33.875752,-98.539921,Mcdonalds,TX
Uvalde,29.22507,-99.76074,Mcdonalds,TX
Baytown,29.730854,-94.957348,Mcdonalds,TX
Irving,32.81333,-96.949059,Mcdonalds,TX
Irving,32.81333,-96.949059,Mcdonalds,TX
League City,29.542261,-95.062091,Mcdonalds,TX
San Antonio,29.385978,-98.524592,Mcdonalds,TX
Mesquite,32.807326,-96.626159,Mcdonalds,TX
Tyler,32.332342,-95.265974,Mcdonalds,TX
Victoria,28.808265,-96.982816,Mcdonalds,TX
Cookeville,36.153182,-85.475377,Burger King,TN
Coalinga,36.254267,-120.250168,Mcdonalds,CA
Rosamond,34.864494,-118.176398,Mcdonalds,CA
Dallas,32.748901,-96.922344,Mcdonalds,TX
Texarkana,33.418244,-94.099072,Mcdonalds,TX
Cleveland,30.336035,-95.098822,Mcdonalds,TX
Mount Laurel,39.941878,-74.958529,Chick Fil-A,NJ
Trenton,40.194602,-74.641026,Chick Fil-A,NJ
Winston-Salem,36.065069,-80.312486,Chick Fil-A,NC
Wilmington,34.217336,-77.907135,Chick Fil-A,NC
Charlotte,35.326722,-80.944874,Chick Fil-A,NC
Charlotte,35.310345,-80.752252,Chick Fil-A,NC
Charlotte,35.333949,-80.811203,Chick Fil-A,NC
San Antonio,29.466349,-98.616849,Chick Fil-A,TX
San Antonio,29.610421,-98.508311,Chick Fil-A,TX
San Angelo,31.428489,-100.49591,Chick Fil-A,TX
Odessa,31.891381,-102.343803,Chick Fil-A,TX
Mesquite,32.807268,-96.626141,Chick Fil-A,TX
Mansfield,32.574975,-97.133147,Chick Fil-A,TX
Omaha,41.260044,-95.955576,Burger King,NE
Columbus,41.43858,-97.354296,Burger King,NE
Lincoln,40.792302,-96.697207,Burger King,NE
Lincoln,40.827704,-96.653162,Burger King,NE
Omaha,41.29266,-96.127481,Burger King,NE
Omaha,41.234549,-96.100255,Burger King,NE
Grand Island,40.909355,-98.339715,Burger King,NE
Dickinson,46.898905,-102.791293,Burger King,ND
Utica,42.64471,-83.032596,Arbys,MI
Redford,42.373255,-83.312957,Arbys,MI
Canton,42.322747,-83.475199,Arbys,MI
Trenton,42.141295,-83.212819,Arbys,MI
Southfield,42.506237,-83.223476,Arbys,MI
Cleveland,36.306262,-96.463987,Mcdonalds,OK
Cleveland,36.306262,-96.463987,Mcdonalds,OK
Tulsa,36.158257,-95.966835,Mcdonalds,OK
Tulsa,36.143834,-95.939785,Mcdonalds,OK
Skiatook,36.368593,-96.008533,Mcdonalds,OK
Norman,35.182728,-97.416689,Mcdonalds,OK
Ada,34.78379,-96.65241,Mcdonalds,OK
Pottstown,40.243432,-75.617716,Mcdonalds,PA
Pittsburgh,40.545413,-80.016243,Mcdonalds,PA
Pottstown,40.252909,-75.659129,Mcdonalds,PA
Pittsburgh,40.44083,-79.886296,Mcdonalds,PA
Pittsburgh,40.441128,-79.957619,Mcdonalds,PA
Pittsburgh,40.517801,-80.029354,Mcdonalds,PA
Pittsburgh,40.45116,-80.185857,Mcdonalds,PA
Pittsburgh,40.368576,-80.037954,Mcdonalds,PA
Pittsburgh,40.332459,-79.946008,Mcdonalds,PA
Pittsburgh,40.449249,-80.173662,Mcdonalds,PA
Pittsburgh,40.42765,-80.053364,Mcdonalds,PA
Pittsburgh,40.42765,-80.053364,Mcdonalds,PA
Phoenixville,40.131441,-75.533125,Mcdonalds,PA
Philadelphia,40.100757,-75.029629,Mcdonalds,PA
Philadelphia,39.93989,-75.166325,Mcdonalds,PA
Philadelphia,40.023046,-75.048852,Mcdonalds,PA
Philadelphia,39.965623,-75.231926,Mcdonalds,PA
Philadelphia,40.016922,-75.149492,Mcdonalds,PA
Philadelphia,40.016922,-75.149492,Mcdonalds,PA
Philadelphia,40.00509,-75.180047,Mcdonalds,PA
Philadelphia,39.984838,-75.156546,Mcdonalds,PA
Anchorage,61.215546,-149.812281,Subway,AK
Ontario,34.028998,-117.592389,Mcdonalds,CA
Highland,38.751487,-89.682514,Subway,IL
Gurnee,42.383884,-87.956711,Subway,IL
Irving,32.800629,-96.974817,Sonic,TX
Phoenix,33.479073,-112.073777,Subway,AZ
Eustis,28.823688,-81.691321,Arbys,FL
Burnsville,44.746053,-93.279805,Arbys,MN
Belcamp,39.477741,-76.248363,Arbys,MD
Louisville,38.24318,-85.511098,Arbys,KY
Saint Paul,44.832759,-93.160822,Arbys,MN
Newark,40.08037,-82.428546,Arbys,OH
Saint Peter,44.31596,-93.963683,Arbys,MN
Little Falls,45.975105,-94.338169,Arbys,MN
Magnolia,39.862587,-75.035343,Arbys,NJ
Salt Lake City,40.653483,-111.942204,Arbys,UT
Carmichael,38.638573,-121.328511,Taco Bell,CA
American Canyon,38.185121,-122.25425,Taco Bell,CA
Madison,43.125446,-89.312893,Taco Bell,WI
Columbia,37.092814,-85.303582,Taco Bell,KY
Mercer,41.142665,-80.163874,Taco Bell,PA
Mundelein,42.276057,-88.040367,Taco Bell,IL
Pompano Beach,26.243048,-80.254339,Taco Bell,FL
Miami,36.885676,-94.877941,Taco Bell,OK
Rapid City,44.08786,-103.196396,Taco Bell,SD
Memphis,35.106814,-89.884625,Taco Bell,TN
Ecorse,42.241696,-83.144578,Subway,MI
Kalamazoo,42.245977,-85.58963,Subway,MI
Denison,42.012397,-95.356689,Burger King,IA
Waterloo,42.497469,-92.345404,Burger King,IA
Lithia Springs,33.778426,-84.607258,Burger King,GA
Woodstock,34.110428,-84.517666,Burger King,GA
Monroe,33.801322,-83.70031,Burger King,GA
Norcross,33.930586,-84.26403,Burger King,GA
Carrollton,33.588069,-85.054388,Burger King,GA
Cameron,35.26355,-79.049275,Subway,NC
Belmont,35.252204,-81.028041,Subway,NC
Asheville,35.566366,-82.50927,Subway,NC
Asheboro,35.691658,-79.790317,Subway,NC
Asheboro,35.710402,-79.812749,Subway,NC
Aberdeen,35.150465,-79.419149,Subway,NC
Salem,42.503575,-70.922433,Taco Bell,MA
Las Vegas,36.141693,-115.136422,Taco Bell,NV
Coeur d'Alene,47.729643,-116.78916,Taco Bell,ID
Sanford,28.77808,-81.275839,Taco Bell,FL
Brookhaven,31.578579,-90.467784,Taco Bell,MS
Sparks,39.640785,-119.710746,Taco Bell,NV
Morrilton,35.169619,-92.718652,Taco Bell,AR
Leesburg,39.114414,-77.53883,Taco Bell,VA
Spring,30.166986,-95.462236,Taco Bell,TX
Bakersfield,35.266665,-119.253207,Taco Bell,CA
Charlotte,35.135101,-80.93831,Taco Bell,NC
La Porte,29.664544,-95.099316,Taco Bell,TX
Lancaster,34.735276,-80.783243,Taco Bell,SC
Lancaster,34.735276,-80.783243,Taco Bell,SC
Prestonsburg,37.676721,-82.77818,Taco Bell,KY
Columbia,34.139276,-80.934612,Taco Bell,SC
Childress,34.436378,-100.232426,Taco Bell,TX
Albuquerque,35.075685,-106.587834,Mcdonalds,NM
Albuquerque,35.11577,-106.702222,Mcdonalds,NM
Westchester,41.834115,-87.900626,Taco Bell,IL
Westchester,41.834115,-87.900626,Taco Bell,IL
Weedsport,43.056087,-76.557567,Arbys,NY
Webster,43.188955,-77.502951,Arbys,NY
Syracuse,43.047896,-76.170271,Arbys,NY
Syracuse,43.047896,-76.170271,Arbys,NY
Rochester,43.08629,-77.631052,Arbys,NY
Rochester,43.206775,-77.690729,Arbys,NY
Indianapolis,39.787196,-86.064298,Taco Bell,IN
Indianapolis,39.911641,-86.219018,Taco Bell,IN
Greenwood,39.614352,-86.080272,Taco Bell,IN
Hobart,41.507301,-87.313904,Taco Bell,IN
Fishers,39.953982,-86.040028,Taco Bell,IN
Fort Wayne,41.07561,-85.142653,Taco Bell,IN
Fort Wayne,41.139772,-85.1622,Taco Bell,IN
Fort Wayne,41.121435,-85.13557,Taco Bell,IN
Fort Wayne,41.121435,-85.13557,Taco Bell,IN
Elkhart,41.719639,-85.972703,Taco Bell,IN
Corydon,38.236603,-86.128585,Taco Bell,IN
Connersville,39.65971,-85.129114,Taco Bell,IN
Grants Pass,42.458949,-123.322634,Dairy Queen,OR
Eugene,44.080292,-123.06783,Dairy Queen,OR
Florence,43.96732,-124.108692,Dairy Queen,OR
Hermiston,45.848456,-119.290133,Dairy Queen,OR
Junction City,44.222832,-123.204875,Dairy Queen,OR
Okmulgee,35.623402,-95.960264,Dairy Queen,OK
Durant,33.994958,-96.374867,Dairy Queen,OK
Niagara Falls,43.088655,-79.031872,Dairy Queen,NY
Niagara Falls,43.088655,-79.031872,Dairy Queen,NY
Dallas,32.662997,-96.824485,Mcdonalds,TX
Corpus Christi,27.66579,-97.284009,Mcdonalds,TX
Sulphur Springs,33.115805,-95.596189,Mcdonalds,TX
Waco,31.530868,-97.188088,Mcdonalds,TX
Conroe,30.367016,-95.483983,Mcdonalds,TX
Houston,29.628592,-95.229156,Mcdonalds,TX
Tomball,30.099173,-95.593525,Mcdonalds,TX
Port Arthur,29.884902,-93.941839,Mcdonalds,TX
San Antonio,29.550362,-98.66441,Mcdonalds,TX
Hereford,34.808666,-102.411204,Mcdonalds,TX
Hereford,34.808666,-102.411204,Mcdonalds,TX
Warrington,40.244593,-75.136091,Dairy Queen,PA
Astoria,46.178289,-123.85458,Dairy Queen,OR
Salem,45.004982,-123.023055,Dairy Queen,OR
Medford,42.315759,-122.851789,Dairy Queen,OR
Oregon City,45.354126,-122.601179,Dairy Queen,OR
Saint Paul,44.977246,-93.044657,Subway,MN
Livingston,40.796607,-74.312528,Subway,NJ
Show Low,34.249909,-110.043486,Burger King,AZ
Fort Worth,32.650927,-97.375115,Arbys,TX
El Paso,31.776714,-106.433291,Arbys,TX
El Paso,31.776714,-106.433291,Arbys,TX
El Paso,31.833896,-106.538951,Arbys,TX
El Paso,31.761541,-106.268925,Arbys,TX
Royal Oak,42.518312,-83.139668,Dairy Queen,MI
Cortland,42.59693,-76.205303,Subway,NY
Churchville,43.104367,-77.884589,Subway,NY
Utica,41.370101,-89.009006,Subway,IL
Urbana,40.114088,-88.162787,Subway,IL
Orchard Park,42.765624,-78.743723,Subway,NY
Providence Forge,37.436782,-77.015402,Subway,VA
Poquoson,37.122731,-76.392054,Subway,VA
Midlothian,37.419871,-77.635354,Subway,VA
Martinsville,36.657581,-79.879457,Subway,VA
Marion,36.844211,-81.501497,Subway,VA
Lexington,37.798372,-79.420525,Subway,VA
Chattanooga,35.115172,-85.255447,Taco Bell,TN
Rensselaer,40.927934,-87.156048,Subway,IN
Las Cruces,32.294317,-106.768021,Mcdonalds,NM
Española,35.996589,-106.065019,Mcdonalds,NM
Española,35.996589,-106.065019,Mcdonalds,NM
Los Alamos,35.879749,-106.297735,Mcdonalds,NM
Farmington,36.764992,-108.152449,Mcdonalds,NM
Clovis,34.395729,-103.168495,Mcdonalds,NM
Belen,34.666026,-106.775015,Mcdonalds,NM
Belen,34.666026,-106.775015,Mcdonalds,NM
Carlsbad,32.440176,-104.25648,Mcdonalds,NM
Los Lunas,34.803793,-106.706438,Mcdonalds,NM
Rio Rancho,35.241765,-106.692176,Mcdonalds,NM
Albuquerque,35.202363,-106.64708,Mcdonalds,NM
Albuquerque,35.079674,-106.529984,Mcdonalds,NM
Albuquerque,35.132004,-106.551864,Mcdonalds,NM
Albuquerque,35.180221,-106.688273,Mcdonalds,NM
Garland,32.857737,-96.646521,Mcdonalds,TX
Cedar Park,30.521355,-97.830988,Mcdonalds,TX
Alvin,29.400726,-95.246399,Mcdonalds,TX
El Paso,31.752952,-106.344295,Mcdonalds,TX
Woodville,30.764683,-94.415971,Mcdonalds,TX
Houston,29.688278,-95.567754,Mcdonalds,TX
Carrollton,32.999036,-96.910883,Mcdonalds,TX
Houston,29.774294,-95.246611,Mcdonalds,TX
Grand Prairie,32.70956,-97.002614,Mcdonalds,TX
Pittsburg,32.996968,-94.958974,Mcdonalds,TX
Cuero,29.093527,-97.289278,Mcdonalds,TX
San Antonio,29.423877,-98.487484,Mcdonalds,TX
San Marcos,29.88191,-97.916341,Mcdonalds,TX
Spring,30.190289,-95.589157,Mcdonalds,TX
San Marcos,29.685079000000002,-97.655844,Mcdonalds,TX
Houston,29.828007,-95.375796,Mcdonalds,TX
San Angelo,31.487073,-100.458364,Mcdonalds,TX
Sanger,33.365537,-97.180722,Mcdonalds,TX
Houston,29.853865,-95.399585,Mcdonalds,TX
Houston,29.713376,-95.313253,Mcdonalds,TX
Beaumont,30.133592,-94.165253,Mcdonalds,TX
Antelope,38.711395,-121.364626,Mcdonalds,CA
Van Nuys,34.198915,-118.449299,Mcdonalds,CA
Chicago,41.780696,-87.664257,Subway,IL
Chicago,41.761098,-87.58622,Subway,IL
Chicago,41.764601,-87.683348,Subway,IL
Rochester,43.105837,-77.751695,Subway,NY
Rochester,43.09998,-77.614062,Subway,NY
Edgewater,28.948032,-80.884441,Burger King,FL
Miami,25.578842,-80.368707,Arbys,FL
Pompano Beach,26.236539,-80.204868,Arbys,FL
Palm Bay,27.998112,-80.635011,Arbys,FL
Palm Bay,27.998112,-80.635011,Arbys,FL
Vero Beach,27.631362,-80.389501,Arbys,FL
Hollywood,26.032035,-80.14358,Arbys,FL
Hollywood,26.000172,-80.207253,Arbys,FL
Orlando,28.472024,-81.411309,Arbys,FL
Orlando,28.611823,-81.429873,Arbys,FL
Orlando,28.608766,-81.391765,Arbys,FL
DeLand,29.053015,-81.304651,Arbys,FL
Orlando,28.553812,-81.334483,Arbys,FL
Orlando,28.553812,-81.334483,Arbys,FL
Orlando,28.513602,-81.376746,Arbys,FL
Orlando,28.513602,-81.376746,Arbys,FL
Mary Esther,30.412031,-86.716582,Arbys,FL
Chipley,30.754625,-85.550489,Arbys,FL
Marianna,30.725525,-85.186643,Arbys,FL
Pensacola,30.473631,-87.211982,Arbys,FL
Pensacola,30.402695,-87.335295,Arbys,FL
Jacksonville,30.318594,-81.556314,Arbys,FL
Eaton Rapids,42.508938,-84.65599,Subway,MI
Pinconning,43.854353,-83.965856,Subway,MI
East Lansing,42.726201,-84.480964,Subway,MI
Canton,42.27967,-83.435247,Subway,MI
Ypsilanti,42.230476,-83.680043,Subway,MI
Grass Lake,42.290115,-84.204486,Subway,MI
Grandville,42.882295,-85.752947,Subway,MI
Westland,42.338995,-83.385058,Subway,MI
Hamilton,42.665239,-85.992279,Subway,MI
Windsor,42.076386,-75.639831,Subway,NY
Rochester,43.086636,-77.632082,Subway,NY
Rochester,43.102222,-77.53524,Subway,NY
Knoxville,35.905221,-84.018655999999993,Subway,TN
Watertown,36.097118,-86.14175,Subway,TN
Memphis,35.141087,-90.030078,Subway,TN
Knoxville,35.941655,-84.062591,Subway,TN
Woodbury,35.827284,-86.079003,Subway,TN
Livingston,36.378689,-85.332033,Subway,TN
West Bridgewater,42.016829,-71.020936,Subway,MA
Winthrop,42.382844,-70.979243,Subway,MA
Brookline,42.341239,-71.12124,Subway,MA
West Boylston,42.362412,-71.782222,Subway,MA
Everett,42.402328,-71.043819,Subway,MA
Cut Bank,48.635608,-112.330932,Subway,MT
Bismarck,46.835207,-100.773045,Subway,ND
Fargo,46.85234,-96.86068,Subway,ND
Rochester,43.319432,-70.975381,Subway,NH
Wilmington,34.288507,-77.920961,Subway,NC
Matthews,35.02292,-80.762603,Subway,NC
Los Angeles,34.097824,-118.338345,Chick Fil-A,CA
Boston,42.338891,-71.107222,Dairy Queen,MA
Owatonna,44.084402,-93.240783,Subway,MN
Eveleth,47.467601,-92.525511,Subway,MN
Minneapolis,45.020496,-93.345093,Subway,MN
Norwood Young America,44.770308,-93.920111,Subway,MN
Princeton,45.551821,-93.586136,Subway,MN
Chicago,41.946829,-87.688166,Subway,IL
Englishtown,40.302787,-74.356993,Subway,NJ
Warren,42.491469,-83.085131,Subway,MI
Dearborn Heights,42.355281,-83.311003,Subway,MI
Dearborn Heights,42.355281,-83.311003,Subway,MI
Norwalk,41.125601,-73.394115,Taco Bell,CT
Pinellas Park,27.839626,-82.695741,Taco Bell,FL
Auburndale,28.055407,-81.778092,Taco Bell,FL
Keller,32.892794,-97.28746,Taco Bell,TX
House Springs,38.413666,-90.582455,Taco Bell,MO
Austin,30.400225,-97.747279,Taco Bell,TX
Las Vegas,36.012554,-115.156448,Subway,NV
Everett,42.402206,-71.042238,Taco Bell,MA
Lawndale,33.877237,-118.352923,Taco Bell,CA
Lawndale,33.877237,-118.352923,Taco Bell,CA
Oklahoma City,35.492834,-97.564942,Taco Bell,OK
Torrance,33.823052,-118.336258,Taco Bell,CA
Torrance,33.823052,-118.336258,Taco Bell,CA
Walnut Creek,37.925744,-122.016956,Taco Bell,CA
Durango,37.296223,-107.872362,Taco Bell,CO
Peachtree Corners,33.970595,-84.220329,Arbys,GA
Rice Lake,45.472509,-91.753245,Arbys,WI
Marshfield,44.680712,-90.163364,Arbys,WI
Madison,43.123837,-89.315259,Arbys,WI
New Franken,44.538743,-87.88247,Arbys,WI
Menasha,44.2294,-88.42455,Arbys,WI
Milwaukee,42.987326,-87.909865,Arbys,WI
Las Vegas,36.113406,-115.066024,Arbys,NV
Delaware,40.298277,-83.068124,Subway,OH
Jordan,44.666965,-93.637989,Subway,MN
Camby,39.642677,-86.332124,Mcdonalds,IN
Batesville,39.309632,-85.213979,Mcdonalds,IN
Boonville,38.049149,-87.281925,Mcdonalds,IN
Boonville,38.049149,-87.281925,Mcdonalds,IN
Bedford,38.860939,-86.516176,Mcdonalds,IN
Riverbank,37.733035,-120.953386,Taco Bell,CA
Ellsworth,44.531866,-68.407984,Taco Bell,ME
Bloomsburg,41.011834,-76.412614,Taco Bell,PA
Norfolk,36.914913,-76.212804,Taco Bell,VA
Orlando,28.515008,-81.37659,Taco Bell,FL
Orlando,28.515008,-81.37659,Taco Bell,FL
Newhall,34.37947,-118.56815,Taco Bell,CA
Independence,39.074517,-94.378475,Taco Bell,MO
Independence,39.074517,-94.378475,Taco Bell,MO
Richland,46.256938,-119.306359,Taco Bell,WA
Hot Springs National Park,34.455826,-93.064134,Taco Bell,AR
Lynnwood,47.86328,-122.282196,Taco Bell,WA
Montebello,34.033652,-118.091995,Taco Bell,CA
Framingham,42.300348,-71.408433,Taco Bell,MA
Willits,39.394159,-123.34914,Taco Bell,CA
The Dalles,45.608834,-121.202938,Taco Bell,OR
Long Beach,33.789645,-118.162162,Taco Bell,CA
Searcy,35.246882,-91.774098,Taco Bell,AR
Milpitas,37.417263,-121.875722,Taco Bell,CA
San Jose,37.244934,-121.888145,Taco Bell,CA
Austin,30.461648,-97.795071,Taco Bell,TX
Pleasanton,37.700654,-121.908821,Taco Bell,CA
Terrell,32.737449,-96.283155,Taco Bell,TX
Harrodsburg,37.753265,-84.845595,Taco Bell,KY
Woodburn,45.150083,-122.877935,Taco Bell,OR
Klamath Falls,42.195872,-121.757758,Taco Bell,OR
Columbus,41.439073,-97.370506,Taco Bell,NE
Newberg,45.307338,-122.942752,Taco Bell,OR
Piedmont,34.786966,-82.48023,Taco Bell,SC
Piedmont,34.786966,-82.48023,Taco Bell,SC
Saint Louis,38.59631,-90.270599,Taco Bell,MO
Salem,44.905524,-123.043021,Taco Bell,OR
Culpeper,38.480533,-77.982122,Taco Bell,VA
Roy,41.160743,-112.026486,Taco Bell,UT
Salem,44.922274,-122.983132,Taco Bell,OR
Lubbock,33.591894,-101.938634,Taco Bell,TX
Bucyrus,40.802545,-82.976017,Taco Bell,OH
Severna Park,39.075311,-76.544566,Taco Bell,MD
Blackwell,36.810446,-97.338819,Taco Bell,OK
Raleigh,35.84485,-78.579355,Taco Bell,NC
Dallas,33.910312,-84.824399,Taco Bell,GA
Fort Lauderdale,26.144478,-80.319518,Chick Fil-A,FL
Powhatan,37.515553,-77.792264,Taco Bell,VA
Madison,33.56344,-83.479624,Taco Bell,GA
Bellflower,33.869473,-118.124765,Taco Bell,CA
Winter Haven,28.004356,-81.731238,Taco Bell,FL
Roseburg,43.226972,-123.353477,Taco Bell,OR
Charlotte,35.099013,-80.781712,Chick Fil-A,NC
Chapel Hill,35.930634,-79.037567,Chick Fil-A,NC
Charlotte,35.197954,-80.868866,Chick Fil-A,NC
Boone,36.196591,-81.654404,Chick Fil-A,NC
Tupelo,34.315558,-88.693173,Chick Fil-A,MS
Louisville,38.14558,-85.775221,Subway,KY
Shelby,35.269061,-81.484525,Chick Fil-A,NC
Raleigh,35.83932,-78.679022,Chick Fil-A,NC
Greensboro,36.04037,-79.835225,Chick Fil-A,NC
Goldsboro,35.375034,-77.944168,Chick Fil-A,NC
Gastonia,35.25834,-81.120423,Chick Fil-A,NC
Durham,36.01977,-78.947328,Chick Fil-A,NC
Durham,35.902321,-78.93948,Chick Fil-A,NC
Concord,35.440395,-80.604185,Chick Fil-A,NC
Concord,35.441381,-80.607756,Chick Fil-A,NC
Lavallette,39.988612,-74.064856,Dairy Queen,NJ
Alliance,42.101562,-102.858437,Dairy Queen,NE
Wheeling,40.071946,-80.734234,Burger King,WV
Parkersburg,39.254914,-81.553964,Burger King,WV
Parkersburg,39.22493,-81.541662,Burger King,WV
Morgantown,39.629869,-79.993028,Burger King,WV
Denver,39.711106,-104.997472,Burger King,CO
North Charleston,32.872836,-80.020481,Arbys,SC
Mount Pleasant,32.813334,-79.856819,Arbys,SC
Mauldin,34.779831,-82.310495,Arbys,SC
Greenville,34.820325,-82.339148,Arbys,SC
Greenville,34.820325,-82.339148,Arbys,SC
Greer,34.94096,-82.260343,Arbys,SC
Williamston,34.618625,-82.478051,Mcdonalds,SC
West Columbia,34.001538,-81.107842,Mcdonalds,SC
Yukon,35.496222,-97.760237,Mcdonalds,OK
Oklahoma City,35.435818,-97.565795,Mcdonalds,OK
Oklahoma City,35.581202,-97.637976,Mcdonalds,OK
Oklahoma City,35.463788,-97.655064,Mcdonalds,OK
Oklahoma City,35.462296,-97.688975,Mcdonalds,OK
Oklahoma City,35.461861,-97.619473,Mcdonalds,OK
Tulsa,36.045983,-95.869024,Mcdonalds,OK
Tulsa,36.032264,-95.886997,Mcdonalds,OK
Tulsa,36.060204,-95.973191,Mcdonalds,OK
Tulsa,36.046402,-95.961079,Mcdonalds,OK
Perrysburg,41.537644,-83.634513,Arbys,OH
Hermitage,41.233749,-80.464939,Arbys,PA
Shelbyville,39.523361,-85.742209,Arbys,IN
Shelbyville,39.523361,-85.742209,Arbys,IN
Painesville,41.684828,-81.292501,Arbys,OH
North Vernon,39.015661,-85.639238,Arbys,IN
Kearny,40.749207,-74.134938,Taco Bell,NJ
Charleston,32.787413,-79.953735,Taco Bell,SC
Columbus,40.085692,-82.957763,Taco Bell,OH
Redondo Beach,33.873091,-118.37254,Taco Bell,CA
Mineral Wells,32.809535,-98.095303,Taco Bell,TX
Salt Lake City,40.722702,-111.854218,Taco Bell,UT
Augusta,44.31407,-69.801106,Taco Bell,ME
Weirton,40.399193,-80.550153,Taco Bell,WV
San Antonio,29.364614,-98.439823,Taco Bell,TX
Fargo,46.845823,-96.799199,Taco Bell,ND
Fayetteville,35.005266,-78.815447,Taco Bell,NC
Daytona Beach,29.188448,-81.076244,Taco Bell,FL
Cottonwood,34.721839,-112.001977,Taco Bell,AZ
Cottonwood,34.721839,-112.001977,Taco Bell,AZ
Mesa,33.379316,-111.785595,Taco Bell,AZ
La Cañada Flintridge,34.216385,-118.224766,Taco Bell,CA
Dublin,32.491971,-82.932706,Taco Bell,GA
Zanesville,39.968321,-81.903238,Arbys,OH
Rogers,45.199227,-93.549326,Taco Bell,MN
Delaware,40.32993,-83.07349,Mcdonalds,OH
North Royalton,41.31326,-81.7312,Taco Bell,OH
Cleveland,41.38482,-81.73409,Subway,OH
Beloit,42.52548,-88.98265,Mcdonalds,WI
West Bend,43.42723,-88.20125,Mcdonalds,WI
Jackson,35.61022,-88.81401,Sonic,TN
Lockport,41.59825085,-88.0225414,Taco Bell,IL
Walled Lake,42.55776,-83.44061,Sonic,MI
Camp Hill,40.232318,-76.952218,Mcdonalds,PA
Camp Hill,40.232318,-76.952218,Mcdonalds,PA
Ellijay,34.65825254,-84.490578,Sonic,GA
Jasper,34.46503,-84.45551,Mcdonalds,GA
Jasper,34.46503,-84.45551,Mcdonalds,GA
Manorville,40.8688,-72.7945,Mcdonalds,NY
Windham,42.8068,-71.26319,Mcdonalds,NH
Windham,42.8068,-71.26319,Mcdonalds,NH
Nashua,42.75324,-71.46171,Taco Bell,NH
Nashua,42.7845,-71.50755,Chick Fil-A,NH
Middlebury,41.68379,-85.70112,Dairy Queen,IN
Bridgman,41.93253,-86.570328,Mcdonalds,MI
Santee,32.83902997,-116.9931149,Chick Fil-A,CA
Ramona,33.036648,-116.87748,Mcdonalds,CA
Amelia,39.04684,-84.24551,Mcdonalds,OH
Mechanicsville,37.64872,-77.40623,Mcdonalds,VA
Cincinnati,39.09611,-84.27813,Sonic,OH
Mason,39.35633,-84.25897,Dairy Queen,OH
Calhoun,34.47176,-84.92083,Mcdonalds,GA
Calhoun,34.47176,-84.92083,Mcdonalds,GA
Henrico,37.52913,-77.35845,Subway,VA
Temecula,33.47952182,-117.1028101,Mcdonalds,CA
Cle Elum,47.19452,-120.95322,Taco Bell,WA
Buckeye,33.37638,-112.57113,Sonic,AZ
Kyle,30.01133,-97.86279,Mcdonalds,TX
Whittier,35.46279,-83.31223,Mcdonalds,NC
Waukegan,42.38807,-87.85477,Mcdonalds,IL
Carpentersville,42.105946,-88.258064,Burger King,IL
Mullica Hill,39.72391,-75.22063,Mcdonalds,NJ
New Castle,39.66507,-75.60547,Mcdonalds,DE
Watertown,43.09019,-88.76024,Mcdonalds,WI
Watertown,43.09019,-88.76024,Mcdonalds,WI
Greensburg,40.30711,-79.57706,Sonic,PA
Watertown,43.18724,-88.72905,Mcdonalds,WI
Locust Grove,33.35197,-84.12086,Taco Bell,GA
Bethlehem,40.64418,-75.346419,Mcdonalds,PA
Easton,40.6798,-75.2476,Dairy Queen,PA
